"Severity","Appender","Date","Time","Category","Message"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (contentbox) Registered (1130ms) => { version: 6.1.0-snapshot, from: /Users/jona/Documents/Dev/jonalainez/modules/contentbox }"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (contentbox-custom) Registered (37ms) => { version: 1.0.0, from: /Users/jona/Documents/Dev/jonalainez/modules_app/contentbox-custom }"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Registered All Modules in 1,646 ms"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.LoaderService","+ MODULESERVICE configured"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.SchedulerService","Loading ColdBox Task Scheduler (appScheduler@coldbox) at => config.Scheduler..."
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.LoaderService","+ Automatically mapped all root models"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (HTMLHelper@1.0.0) activated in (41ms)"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (cbstorages@3.0.1-snapshot) activated in (9ms)"
"WARN","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","==> Module 'cbstorages' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (cbi18n@3.2.0+12) activated in (19ms)"
"WARN","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","==> Module 'cbi18n' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (cbvalidation@4.4.0+26) activated in (66ms)"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (cbPaginator@1.0.0) activated in (18ms)"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (mementifier@1.0.0) activated in (53ms)"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (cbproxies@1.1.0+1) activated in (7ms)"
